DisplayName,NormalizedName,alpha
Australasian plant conservation : journal of the Australian network for plant conservation,australasian plant conservation journal of the australian network for plant conservation,0.018962962962962987
HortFlora Research Spectrum,hortflora research spectrum,-0.017766233766233767
The Expedition,the expedition,0.939571150097466
National Center for Education Statistics,national center for education statistics,0.2155186841348291
Research Journal of Pharmaceutical Dosage Forms and Technology,research journal of pharmaceutical dosage forms and technology,-0.028864122481143773
IERI Procedia,ieri procedia,-0.15612688476538242
Respiratory Care,respiratory care,0.02229912361578414
Handbook of Magnetic Materials,handbook of magnetic materials,-0.05379803395889188
Solar Energy,solar energy,0.044948195193849017
Thrombosis Journal,thrombosis journal,0.012176040847369516
International Reviews of Immunology,international reviews of immunology,-0.09859205770718053
Journal of Computational Science and Technology,journal of computational science and technology,-0.11224489795918371
Journal of European Competition Law & Practice,journal of european competition law & practice,-0.041666666666666685
International Journal of Computer Vision,international journal of computer vision,0.013913503263683765
Journal of South American Earth Sciences,journal of south american earth sciences,0.008310938613617494
Journal of Applied Ichthyology,journal of applied ichthyology,-0.014977645801565197
Journal of Comparative Psychology,journal of comparative psychology,0.07678836828114517
Drugs & Aging,drugs & aging,0.07678763284832957
American Journal of Audiology,american journal of audiology,-0.11454679306075427
The Open Automation and Control Systems Journal,the open automation and control systems journal,0.011681109185441936
Biochemical Journal,biochemical journal,-0.016305113582980278
The Plant Cell,the plant cell,-0.002854923091675185
Caryologia,caryologia,0.04052064440413955
International Journal of the Sociology of Language,international journal of the sociology of language,0.19191919191919193
Journal of Financial Regulation and Compliance,journal of financial regulation and compliance,0.6053532524120759
Acta Paulista De Enfermagem,acta paulista de enfermagem,-0.003512886109531933
Current Hepatitis Reports,current hepatitis reports,-0.01080368906455864
Autonomic Neuroscience: Basic and Clinical,autonomic neuroscience basic and clinical,0.027827934834187804
Critical Reviews in Clinical Laboratory Sciences,critical reviews in clinical laboratory sciences,-0.053854248881873186
Cognitive Science,cognitive science,0.07834437149739293
Ageing Research,ageing research,0.04818551956098427
Disaster Prevention and Management,disaster prevention and management,0.24453551912568308
Journal of Magnetic Resonance,journal of magnetic resonance,-0.031063931173049755
Photogrammetric Engineering and Remote Sensing,photogrammetric engineering and remote sensing,-0.01492264712358678
Journal of Ocean University of China,journal of ocean university of china,0.002501495297765756
Nuclear Engineering and Design,nuclear engineering and design,0.07627942247453216
Comparative Political Studies,comparative political studies,0.05907172995780588
Aids Reviews,aids reviews,0.10859194665298791
Ajob Neuroscience,ajob neuroscience,0.23489489489489485
Sports Medicine and Arthroscopy Review,sports medicine and arthroscopy review,-0.05253863134657837
Journal of Legal Medicine,journal of legal medicine,0.004134366925064605
Expert Opinion on Investigational Drugs,expert opinion on investigational drugs,-0.012694571469219358
Bangladesh Journal of Anatomy,bangladesh journal of anatomy,0.07987804878048779
Leukemia Research,leukemia research,8.585137471594717e-05
International Journal of Computational Models and Algorithms in Medicine,international journal of computational models and algorithms in medicine,0.3362683438155136
Journal of Breast Cancer,journal of breast cancer,0.03514926250573196
Innovations in Systems and Software Engineering,innovations in systems and software engineering,0.329328404189772
Oral and Maxillofacial Surgery,oral and maxillofacial surgery,-0.013240951608960256
Journal of Medical Microbiology,journal of medical microbiology,0.009807069836803455
Public Organization Review,public organization review,0.19195402298850575
Evidence-based Communication Assessment and Intervention,evidence based communication assessment and intervention,0.1598407281001138
Current Cardiology Reports,current cardiology reports,-0.05433727135219673
Sprache-stimme-gehor,sprache stimme gehor,-0.09356668843073677
The Open Pain Journal,the open pain journal,-0.003968253968253964
Regional Studies,regional studies,0.14933876384561923
Hormones and Cancer,hormones and cancer,-0.014856041812404462
The Sociological Review,the sociological review,0.08743795341733487
Asian Journal of Clinical Nutrition,asian journal of clinical nutrition,-0.12526230831315577
Earthquake Engineering & Structural Dynamics,earthquake engineering & structural dynamics,-0.023027492690414035
Policy Sciences,policy sciences,0.2016742770167428
International Multilingual Research Journal,international multilingual research journal,0.437869822485207
Acta Virologica,acta virologica,0.00040694332047040786
Pediatric Allergy Immunology and Pulmonology,pediatric allergy immunology and pulmonology,-0.012377785385988336
Revista Colombiana de Ciencias Sociales,revista colombiana de ciencias sociales,0.22868217054263565
La Pediatria Medica e Chirurgica,la pediatria medica e chirurgica,0.023189703610057594
International Journal of Pharmacological Research,international journal of pharmacological research,0.0650793650793651
Family Medicine & Primary Care Review,family medicine & primary care review,0.039477289206667855
Agriculture,agriculture,0.010019975513886203
Pedagogía Social: Revista Interuniversitaria,pedagogia social revista interuniversitaria,0.30769230769230776
Avances en Periodoncia e Implantología Oral,avances en periodoncia e implantologia oral,-0.0038318017265385695
Ciencia y Cuidado,ciencia y cuidado,0.27322623828647924
Vértices,vertices,-0.3129251700680273
Modern healthcare,modern healthcare,0.1516267648864334
No shinkei geka. Neurological surgery,no shinkei geka neurological surgery,0.023664890100184223
Tandlaegebladet,tandlaegebladet,0.15544388609715246
North American Journal of Medical Sciences,north american journal of medical sciences,0.030016982756351396
Chinese Journal of Geophysics,chinese journal of geophysics,-0.0091388185240882
Chinese Journal of Digestion,chinese journal of digestion,-0.07850098619329388
Applied Science and Convergence Technology,applied science and convergence technology,0.05552837240910633
Journal of Anhui Health Vocational & Technical College,journal of anhui health vocational & technical college,-0.1496279761904762
"Instrumentation, control, engineering",instrumentation control engineering,0.09032258064516129
Functional Foods in Health and Disease,functional foods in health and disease,-0.04247253696709374
Journal of Clinical Urology,journal of clinical urology,0.04515151839713243
Services in Russia and abroad,services in russia and abroad,-0.18598382749326145
Eye science,eye science,0.005644009532490826
Journal of Institute Alb-Shkenca,journal of institute alb shkenca,-0.0018867924528301904
